Name,contract_years,salary,AAV,minor league,catcher,date,new_team,former_team,Age,WAR3,Yrs,career_games,stayed_same_team,G,PA,HR,R,RBI,SB,BB%,K%,AVG,OBP,SLG,GDP,CS,H,OPS,PlayerId,MLBAMID,G_2,PA_2,HR_2,R_2,RBI_2,SB_2,BB%_2,K%_2,AVG_2,OBP_2,SLG_2,GDP_2,CS_2,H_2,OPS_2,G_3,PA_3,HR_3,R_3,RBI_3,SB_3,BB%_3,K%_3,AVG_3,OBP_3,SLG_3,GDP_3,CS_3,H_3,OPS_3
Nick Senzel,1,2,2,0,0,2024,WSN,CIN,29,-1.5,5,377,0,104,330,13,49,42,6,0.078787878,0.224242424,0.235880398,0.296969696,0.398671096,9,2,71,0.695640792,19293,669222,110,420,5,45,25,8,0.071428571,0.18095238,0.230563002,0.29584352,0.305630026,7,5,86,0.601473546,36,124,1,18,8,2,0.096774193,0.129032258,0.252252252,0.322580645,0.315315315,3,5,28,0.63789596
Donovan Walton,1,0.72,0.72,1,0,2023,SFG,SFG,29,-0.3,4,61,1,25,78,1,9,8,0,0.012820512,0.205128205,0.157894736,0.179487179,0.302631578,1,0,12,0.482118757,19314,622268,24,69,2,6,7,1,0.057971014,0.217391304,0.206349206,0.253731343,0.365079365,1,0,13,0.618810708,7,19,0,2,2,0,0.157894736,0.263157894,0.1875,0.315789473,0.1875,0,1,3,0.503289473
Shohei Ohtani,10,700,70,0,0,2024,LAD,LAA,29,28.4,6,701,0,135,599,44,102,95,20,0.151919866,0.238731218,0.303822937,0.412457912,0.653923541,9,6,151,1.066381453,19755,660271,157,666,34,90,95,11,0.108108108,0.241741741,0.273037542,0.355855855,0.518771331,6,9,160,0.874627186,158,639,46,103,100,26,0.150234741,0.295774647,0.25698324,0.372456964,0.59217877,7,10,138,0.964635734
Chuckie Robinson,1,0.72,0.72,1,1,2023,CIN,CIN,28,-0.5,1,25,1,25,60,2,3,5,0,0,0.283333333,0.13559322,0.13559322,0.27118644,5,0,8,0.40677966,19824,642020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Luke Williams,1,0.72,0.72,1,0,2024,ATL,ATL,27,-0.4,3,148,1,11,19,0,1,0,4,0,0.368421052,0.052631578,0.052631578,0.052631578,0,0,1,0.105263156,19931,663897,79,136,1,21,6,11,0.06617647,0.323529411,0.236220472,0.286764705,0.314960629,1,4,30,0.601725334,58,108,1,8,6,2,0.092592592,0.212962962,0.244897959,0.314814814,0.31632653,2,2,24,0.631141344
Luke Williams,1,0.72,0.72,1,0,2023,LAD,LAD,26,-0.1,2,137,1,79,136,1,21,6,11,0.06617647,0.323529411,0.236220472,0.286764705,0.314960629,1,4,30,0.601725334,19931,663897,58,108,1,8,6,2,0.092592592,0.212962962,0.244897959,0.314814814,0.31632653,2,2,24,0.631141344,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Logan Porter,1,0.72,0.72,1,1,2024,KCR,KCR,28,0,1,11,1,11,38,1,4,3,0,0.131578947,0.289473684,0.193548387,0.324324324,0.322580645,2,0,6,0.646904969,20626,682515,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Carlos Perez,1,0.75,0.75,1,1,2024,OAK,OAK,33,0.5,5,278,1,27,53,1,5,3,0,0.075471698,0.207547169,0.204081632,0.264150943,0.346938775,2,0,10,0.611089718,20805,656024,7,18,0,0,2,0,0,0.111111111,0.222222222,0.222222222,0.333333333,1,0,4,0.555555555,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Michael Papierski,1,0.72,0.72,1,1,2023,DET,DET,27,-0.6,1,39,1,39,103,1,7,4,0,0.097087378,0.252427184,0.142857142,0.227722772,0.186813186,4,0,13,0.414535958,21386,657709,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Chandler Seagle,1,0.72,0.72,1,1,2024,SDP,SDP,28,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23552,676882,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Vinny Capra,1,0.72,0.72,1,0,2023,TOR,TOR,26,0.1,1,8,1,8,7,0,2,0,0,0.285714285,0.142857142,0.2,0.428571428,0.2,0,0,1,0.628571428,25040,681962,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Yoshi Tsutsugo,1,4,4,0,0,2022,PIT,PIT,30,-0.4,2,132,1,81,262,8,27,32,0,0.110687022,0.27480916,0.217391304,0.306513409,0.382608695,3,1,50,0.689122104,27459,660294,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rhys Hoskins,2,34,17,0,0,2024,MIL,PHI,31,5,6,667,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Jiman Choi,1,3.5,3.5,1,0,2024,NYM,SDP,33,1.7,8,525,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Jake Bauers,1,0.72,0.72,1,0,2023,NYY,NYY,27,-0.2,3,328,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Yolmer Sanchez,1,0.72,0.72,1,0,2022,BOS,ATL,30,1.7,7,657,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Albert Almora,1,0.72,0.72,1,0,2022,CIN,NYM,28,-1.6,6,536,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tim Beckham,1,0.72,0.72,0,0,2022,MIN,CHW,32,0.4,6,472,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
